  0.00000E+00  0.10000E+01
  0.40080E-03  0.10000E+01
  0.80160E-03  0.10000E+01
  0.12024E-02  0.10000E+01
  0.16032E-02  0.10000E+01
  0.20040E-02  0.10000E+01
  0.24048E-02  0.10000E+01
  0.28056E-02  0.10000E+01
  0.32064E-02  0.10000E+01
  0.36072E-02  0.10000E+01
  0.40080E-02  0.10000E+01
  0.44088E-02  0.10000E+01
  0.48096E-02  0.10000E+01
  0.52104E-02  0.10000E+01
  0.56112E-02  0.10000E+01
  0.60120E-02  0.10000E+01
  0.64128E-02  0.10000E+01
  0.68136E-02  0.10000E+01
  0.72144E-02  0.10000E+01
  0.76152E-02  0.10000E+01
  0.80160E-02  0.10000E+01
  0.84168E-02  0.10000E+01
  0.88176E-02  0.10000E+01
  0.92184E-02  0.10000E+01
  0.96192E-02  0.10000E+01
  0.10020E-01  0.10000E+01
  0.10421E-01  0.10000E+01
  0.10822E-01  0.10000E+01
  0.11222E-01  0.10000E+01
  0.11623E-01  0.10000E+01
  0.12024E-01  0.10000E+01
  0.12425E-01  0.10000E+01
  0.12826E-01  0.10000E+01
  0.13226E-01  0.10000E+01
  0.13627E-01  0.10000E+01
  0.14028E-01  0.10000E+01
  0.14429E-01  0.10000E+01
  0.14830E-01  0.10000E+01
  0.15230E-01  0.10000E+01
  0.15631E-01  0.10000E+01
  0.16032E-01  0.10000E+01
  0.16433E-01  0.99999E+00
  0.16834E-01  0.99999E+00
  0.17234E-01  0.99998E+00
  0.17635E-01  0.99996E+00
  0.18036E-01  0.99993E+00
  0.18437E-01  0.99988E+00
  0.18838E-01  0.99982E+00
  0.19238E-01  0.99972E+00
  0.19639E-01  0.99959E+00
  0.20040E-01  0.99942E+00
  0.20441E-01  0.99919E+00
  0.20842E-01  0.99891E+00
  0.21242E-01  0.99855E+00
  0.21643E-01  0.99812E+00
  0.22044E-01  0.99760E+00
  0.22445E-01  0.99698E+00
  0.22846E-01  0.99626E+00
  0.23246E-01  0.99542E+00
  0.23647E-01  0.99446E+00
  0.24048E-01  0.99337E+00
  0.24449E-01  0.99215E+00
